Match.Number,Batsman,Date,Runs,Mins,BF,X4s,X6s,SR,Pos,Dismissal,Inns,Opposition,Ground,Score,Wickets.Lost,Overs,RPO,Target,Result,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Dis,Ct,St,Ct.Wk,Ct.Fi,field.inns,Total.Catches,Top3.runs,Average.SR,top3.boundaries
54,M Vijay,19/07/15,13,NA,11,0,1,118.18,2,bowled,2,v Zimbabwe,Harare,135,9,20,6.75,146,0,145,7,20,7.25,NA,0,0,0,0,0,1,1,59,139.8366666667,11
54,MK Pandey,19/07/15,0,NA,3,0,0,0,4,lbw,2,v Zimbabwe,Harare,135,9,20,6.75,146,0,145,7,20,7.25,NA,0,0,0,0,0,1,1,59,139.8366666667,11
54,RV Uthappa,19/07/15,42,NA,25,9,0,168,3,caught,2,v Zimbabwe,Harare,135,9,20,6.75,146,0,145,7,20,7.25,NA,1,1,0,1,0,1,1,59,139.8366666667,11
55,MS Dhoni,02/10/15,20,22,12,2,1,166.66,5,not out,1,v South Africa,Dharamsala,199,5,20,9.95,NA,0,200,3,19.4,10.16,200,0,0,0,0,0,2,0,152,131.6166666667,21
55,RG Sharma,02/10/15,106,79,66,12,5,160.6,1,caught,1,v South Africa,Dharamsala,199,5,20,9.95,NA,0,200,3,19.4,10.16,200,0,0,0,0,0,2,0,152,131.6166666667,21
55,S Dhawan,02/10/15,3,16,4,0,0,75,2,run out,1,v South Africa,Dharamsala,199,5,20,9.95,NA,0,200,3,19.4,10.16,200,0,0,0,0,0,2,0,152,131.6166666667,21
55,SK Raina,02/10/15,14,16,8,0,2,175,4,lbw,1,v South Africa,Dharamsala,199,5,20,9.95,NA,0,200,3,19.4,10.16,200,0,0,0,0,0,2,0,152,131.6166666667,21
55,V Kohli,02/10/15,43,58,27,1,3,159.25,3,caught,1,v South Africa,Dharamsala,199,5,20,9.95,NA,0,200,3,19.4,10.16,200,0,0,0,0,0,2,0,152,131.6166666667,21
56,Harbhajan Singh,05/10/15,0,1,1,0,0,0,8,bowled,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,0,0,0,0,0,2,1,34,94.44,4
56,MS Dhoni,05/10/15,5,20,8,0,0,62.5,6,caught,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,0,0,0,0,0,2,1,34,94.44,4
56,R Ashwin,05/10/15,11,24,15,1,0,73.33,9,bowled,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,0,0,0,0,0,2,1,34,94.44,4
56,RG Sharma,05/10/15,22,40,24,2,0,91.66,1,run out,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,1,1,0,0,1,2,1,34,94.44,4
56,S Dhawan,05/10/15,11,19,12,2,0,91.66,2,lbw,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,0,0,0,0,0,2,1,34,94.44,4
56,SK Raina,05/10/15,22,46,24,3,0,91.66,4,caught,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,0,0,0,0,0,2,1,34,94.44,4
56,V Kohli,05/10/15,1,3,1,0,0,100,3,run out,1,v South Africa,Cuttack,92,10,17.2,5.3,NA,0,96,4,17.1,5.59,93,0,0,0,0,0,2,1,34,94.44,4
57,MS Dhoni,26/01/16,11,3,3,1,1,366.66,5,not out,1,v Australia,Adelaide,188,3,20,9.4,NA,1,151,10,19.3,7.74,189,0,0,0,0,0,2,2,126,127.0433333333,16
57,RG Sharma,26/01/16,31,21,20,4,1,155,1,caught,1,v Australia,Adelaide,188,3,20,9.4,NA,1,151,10,19.3,7.74,189,0,0,0,0,0,2,2,126,127.0433333333,16
57,S Dhawan,26/01/16,5,24,8,0,0,62.5,2,caught,1,v Australia,Adelaide,188,3,20,9.4,NA,1,151,10,19.3,7.74,189,0,0,0,0,0,2,2,126,127.0433333333,16
57,SK Raina,26/01/16,41,63,34,3,1,120.58,4,bowled,1,v Australia,Adelaide,188,3,20,9.4,NA,1,151,10,19.3,7.74,189,0,0,0,0,0,2,2,126,127.0433333333,16
57,V Kohli,26/01/16,90,71,55,9,2,163.63,3,not out,1,v Australia,Adelaide,188,3,20,9.4,NA,1,151,10,19.3,7.74,189,2,2,0,0,2,2,2,126,127.0433333333,16
58,MS Dhoni,29/01/16,14,18,9,2,0,155.55,4,caught,1,v Australia,Melbourne,184,3,20,9.2,NA,1,157,8,20,7.85,185,3,1,2,1,0,2,1,161,145.8933333333,20
58,RG Sharma,29/01/16,60,69,47,5,2,127.65,1,run out,1,v Australia,Melbourne,184,3,20,9.2,NA,1,157,8,20,7.85,185,0,0,0,0,0,2,1,161,145.8933333333,20
58,S Dhawan,29/01/16,42,46,32,3,2,131.25,2,caught,1,v Australia,Melbourne,184,3,20,9.2,NA,1,157,8,20,7.85,185,0,0,0,0,0,2,1,161,145.8933333333,20
58,SK Raina,29/01/16,0,1,0,0,0,NA,5,not out,1,v Australia,Melbourne,184,3,20,9.2,NA,1,157,8,20,7.85,185,0,0,0,0,0,2,1,161,145.8933333333,20
58,V Kohli,29/01/16,59,44,33,7,1,178.78,3,not out,1,v Australia,Melbourne,184,3,20,9.2,NA,1,157,8,20,7.85,185,0,0,0,0,0,2,1,161,145.8933333333,20
59,RG Sharma,31/01/16,52,57,38,5,1,136.84,1,caught,2,v Australia,Sydney,200,3,20,10,198,1,197,5,20,9.85,NA,0,0,0,0,0,1,1,128,188.2,14
59,S Dhawan,31/01/16,26,18,9,4,1,288.88,2,caught,2,v Australia,Sydney,200,3,20,10,198,1,197,5,20,9.85,NA,0,0,0,0,0,1,1,128,188.2,14
59,SK Raina,31/01/16,49,38,25,6,1,196,4,not out,2,v Australia,Sydney,200,3,20,10,198,1,197,5,20,9.85,NA,1,1,0,0,1,1,1,128,188.2,14
59,V Kohli,31/01/16,50,49,36,2,1,138.88,3,bowled,2,v Australia,Sydney,200,3,20,10,198,1,197,5,20,9.85,NA,0,0,0,0,0,1,1,128,188.2,14
59,Yuvraj Singh,31/01/16,15,28,12,1,1,125,5,not out,2,v Australia,Sydney,200,3,20,10,198,1,197,5,20,9.85,NA,0,0,0,0,0,1,1,128,188.2,14
60,AM Rahane,09/02/16,4,3,4,1,0,100,3,caught,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,0,0,0,0,0,2,3,13,56.41,2
60,HH Pandya,09/02/16,2,10,6,0,0,33.33,7,lbw,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,0,0,0,0,0,2,3,13,56.41,2
60,MS Dhoni,09/02/16,2,2,2,0,0,100,6,caught,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,0,0,0,0,0,2,3,13,56.41,2
60,R Ashwin,09/02/16,31,33,24,5,0,129.16,9,not out,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,0,0,0,0,0,2,3,13,56.41,2
60,RA Jadeja,09/02/16,6,15,9,0,0,66.66,8,lbw,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,0,0,0,0,0,2,3,13,56.41,2
60,RG Sharma,09/02/16,0,2,2,0,0,0,1,caught,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,0,0,0,0,0,2,3,13,56.41,2
60,S Dhawan,09/02/16,9,25,13,0,1,69.23,2,caught,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,2,2,0,0,2,2,3,13,56.41,2
60,SK Raina,09/02/16,20,33,20,1,1,100,4,bowled,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,1,1,0,0,1,2,3,13,56.41,2
60,Yuvraj Singh,09/02/16,10,22,14,0,1,71.42,5,caught,1,v Sri Lanka,Pune,101,10,18.5,5.36,NA,0,105,5,18,5.83,102,0,0,0,0,0,2,3,13,56.41,2
61,AM Rahane,12/02/16,25,NA,21,3,0,119.04,3,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,1,1,0,0,1,2,5,119,147.4933333333,15
61,HH Pandya,12/02/16,27,NA,12,1,2,225,5,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,1,1,0,0,1,2,5,119,147.4933333333,15
61,MS Dhoni,12/02/16,9,NA,5,1,0,180,6,not out,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,3,1,2,1,0,2,5,119,147.4933333333,15
61,RA Jadeja,12/02/16,1,NA,1,0,0,100,8,not out,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,0,0,0,0,0,2,5,119,147.4933333333,15
61,RG Sharma,12/02/16,43,NA,36,2,1,119.44,1,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,0,0,0,0,0,2,5,119,147.4933333333,15
61,S Dhawan,12/02/16,51,NA,25,7,2,204,2,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,0,0,0,0,0,2,5,119,147.4933333333,15
61,SK Raina,12/02/16,30,NA,19,5,0,157.89,4,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,1,1,0,0,1,2,5,119,147.4933333333,15
61,Yuvraj Singh,12/02/16,0,NA,1,0,0,0,7,caught,1,v Sri Lanka,Ranchi,196,6,20,9.8,NA,1,127,9,20,6.35,197,1,1,0,0,1,2,5,119,147.4933333333,15
62,AM Rahane,14/02/16,22,NA,24,1,0,91.66,3,not out,2,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,1,82,10,18,4.55,NA,0,0,0,0,0,1,0,81,97.22,9
62,RG Sharma,14/02/16,13,NA,13,1,1,100,1,lbw,2,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,1,82,10,18,4.55,NA,0,0,0,0,0,1,0,81,97.22,9
62,S Dhawan,14/02/16,46,NA,46,5,1,100,2,not out,2,v Sri Lanka,Visakhapatnam,84,1,13.5,6.07,83,1,82,10,18,4.55,NA,0,0,0,0,0,1,0,81,97.22,9
63,HH Pandya,24/02/16,31,25,18,4,1,172.22,6,caught,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,0,0,0,0,0,2,5,92,86.41,11
63,MS Dhoni,24/02/16,8,4,2,0,1,400,7,not out,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,2,2,0,2,0,2,5,92,86.41,11
63,RA Jadeja,24/02/16,0,1,0,0,0,NA,8,not out,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,1,1,0,0,1,2,5,92,86.41,11
63,RG Sharma,24/02/16,83,90,55,7,3,150.9,1,caught,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,1,1,0,0,1,2,5,92,86.41,11
63,S Dhawan,24/02/16,2,6,4,0,0,50,2,bowled,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,0,0,0,0,0,2,5,92,86.41,11
63,SK Raina,24/02/16,13,14,13,2,0,100,4,bowled,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,0,0,0,0,0,2,5,92,86.41,11
63,V Kohli,24/02/16,7,13,12,1,0,58.33,3,caught,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,0,0,0,0,0,2,5,92,86.41,11
63,Yuvraj Singh,24/02/16,15,29,16,1,0,93.75,5,caught,1,v Bangladesh,Dhaka,166,6,20,8.3,NA,1,121,7,20,6.05,167,1,1,0,0,1,2,5,92,86.41,11
64,AM Rahane,27/02/16,0,5,1,0,0,0,2,lbw,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,1,1,0,0,1,1,4,49,32.0233333333,7
64,HH Pandya,27/02/16,0,1,2,0,0,0,6,caught,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,0,0,0,0,0,1,4,49,32.0233333333,7
64,MS Dhoni,27/02/16,7,6,3,1,0,233.33,7,not out,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,2,2,0,2,0,1,4,49,32.0233333333,7
64,RG Sharma,27/02/16,0,2,2,0,0,0,1,lbw,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,0,0,0,0,0,1,4,49,32.0233333333,7
64,SK Raina,27/02/16,1,10,4,0,0,25,4,caught,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,1,1,0,0,1,1,4,49,32.0233333333,7
64,V Kohli,27/02/16,49,71,51,7,0,96.07,3,lbw,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,0,0,0,0,0,1,4,49,32.0233333333,7
64,Yuvraj Singh,27/02/16,14,66,32,2,0,43.75,5,not out,2,v Pakistan,Dhaka,85,5,15.3,5.48,84,1,83,10,17.3,4.74,NA,0,0,0,0,0,1,4,49,32.0233333333,7
65,HH Pandya,01/03/16,2,3,4,0,0,50,6,bowled,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,1,1,0,0,1,1,4,72,86.5366666667,10
65,MS Dhoni,01/03/16,7,7,4,0,1,175,7,not out,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,3,2,1,2,0,1,4,72,86.5366666667,10
65,RG Sharma,01/03/16,15,15,14,3,0,107.14,2,caught,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,0,0,0,0,0,1,4,72,86.5366666667,10
65,S Dhawan,01/03/16,1,9,3,0,0,33.33,1,caught,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,0,0,0,0,0,1,4,72,86.5366666667,10
65,SK Raina,01/03/16,25,35,26,2,0,96.15,4,caught,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,1,1,0,0,1,1,4,72,86.5366666667,10
65,V Kohli,01/03/16,56,85,47,7,0,119.14,3,not out,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,0,0,0,0,0,1,4,72,86.5366666667,10
65,Yuvraj Singh,01/03/16,35,30,18,3,3,194.44,5,caught,2,v Sri Lanka,Dhaka,142,5,19.2,7.34,139,1,138,9,20,6.9,NA,0,0,0,0,0,1,4,72,86.5366666667,10
66,RG Sharma,03/03/16,39,26,28,7,1,139.28,1,caught,2,v U.A.E.,Dhaka,82,1,10.1,8.06,82,1,81,9,20,4.05,NA,0,0,0,0,0,1,0,80,132.6166666667,16
66,S Dhawan,03/03/16,16,46,20,3,0,80,2,not out,2,v U.A.E.,Dhaka,82,1,10.1,8.06,82,1,81,9,20,4.05,NA,0,0,0,0,0,1,0,80,132.6166666667,16
66,Yuvraj Singh,03/03/16,25,19,14,4,1,178.57,3,not out,2,v U.A.E.,Dhaka,82,1,10.1,8.06,82,1,81,9,20,4.05,NA,0,0,0,0,0,1,0,80,132.6166666667,16
67,MS Dhoni,06/03/16,20,7,6,1,2,333.33,4,not out,2,v Bangladesh,Dhaka,122,2,13.5,8.81,121,1,120,5,15,8,NA,0,0,0,0,0,1,1,102,100.9266666667,15
67,RG Sharma,06/03/16,1,8,5,0,0,20,1,caught,2,v Bangladesh,Dhaka,122,2,13.5,8.81,121,1,120,5,15,8,NA,0,0,0,0,0,1,1,102,100.9266666667,15
67,S Dhawan,06/03/16,60,63,44,9,1,136.36,2,caught,2,v Bangladesh,Dhaka,122,2,13.5,8.81,121,1,120,5,15,8,NA,0,0,0,0,0,1,1,102,100.9266666667,15
67,V Kohli,06/03/16,41,62,28,5,0,146.42,3,not out,2,v Bangladesh,Dhaka,122,2,13.5,8.81,121,1,120,5,15,8,NA,1,1,0,0,1,1,1,102,100.9266666667,15
68,HH Pandya,15/03/16,1,NA,7,0,0,14.28,7,lbw,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,1,1,0,0,1,1,2,29,63.31,2
68,MS Dhoni,15/03/16,30,NA,30,1,1,100,6,caught,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,2,1,1,1,0,1,2,29,63.31,2
68,R Ashwin,15/03/16,10,NA,20,0,0,50,9,stumped,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,0,0,0,0,0,1,2,29,63.31,2
68,RA Jadeja,15/03/16,0,NA,3,0,0,0,8,caught,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,0,0,0,0,0,1,2,29,63.31,2
68,RG Sharma,15/03/16,5,NA,7,0,0,71.42,1,stumped,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,0,0,0,0,0,1,2,29,63.31,2
68,S Dhawan,15/03/16,1,NA,3,0,0,33.33,2,lbw,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,0,0,0,0,0,1,2,29,63.31,2
68,SK Raina,15/03/16,1,NA,2,0,0,50,4,caught,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,0,0,0,0,0,1,2,29,63.31,2
68,V Kohli,15/03/16,23,NA,27,2,0,85.18,3,caught,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,0,0,0,0,0,1,2,29,63.31,2
68,Yuvraj Singh,15/03/16,4,NA,5,1,0,80,5,caught,2,v New Zealand,Nagpur,79,10,18.1,4.34,127,0,126,7,20,6.3,NA,0,0,0,0,0,1,2,29,63.31,2
69,MS Dhoni,19/03/16,13,15,9,0,1,144.44,6,not out,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,1,1,0,1,0,1,2,71,93.18,11
69,RG Sharma,19/03/16,10,11,11,2,0,90.9,1,caught,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,0,0,0,0,0,1,2,71,93.18,11
69,S Dhawan,19/03/16,6,24,15,1,0,40,2,bowled,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,0,0,0,0,0,1,2,71,93.18,11
69,SK Raina,19/03/16,0,1,1,0,0,0,4,bowled,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,0,0,0,0,0,1,2,71,93.18,11
69,V Kohli,19/03/16,55,66,37,7,1,148.64,3,not out,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,1,1,0,0,1,1,2,71,93.18,11
69,Yuvraj Singh,19/03/16,24,35,23,1,1,104.34,5,caught,2,v Pakistan,Kolkata,119,4,15.5,7.51,119,1,118,5,18,6.55,NA,0,0,0,0,0,1,2,71,93.18,11
70,HH Pandya,23/03/16,15,9,7,2,1,214.28,5,caught,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,1,1,0,0,1,2,5,65,105.68,6
70,MS Dhoni,23/03/16,13,29,12,1,0,108.33,6,not out,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,2,0,2,0,0,2,5,65,105.68,6
70,R Ashwin,23/03/16,5,4,2,1,0,250,9,not out,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,0,0,0,0,0,2,5,65,105.68,6
70,RA Jadeja,23/03/16,12,15,8,2,0,150,8,bowled,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,1,1,0,0,1,2,5,65,105.68,6
70,RG Sharma,23/03/16,18,29,16,1,1,112.5,1,caught,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,0,0,0,0,0,2,5,65,105.68,6
70,S Dhawan,23/03/16,23,33,22,2,1,104.54,2,lbw,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,1,1,0,0,1,2,5,65,105.68,6
70,SK Raina,23/03/16,30,40,23,1,2,130.43,4,caught,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,1,1,0,0,1,2,5,65,105.68,6
70,V Kohli,23/03/16,24,37,24,0,1,100,3,bowled,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,1,1,0,0,1,2,5,65,105.68,6
70,Yuvraj Singh,23/03/16,3,8,6,0,0,50,7,caught,1,v Bangladesh,Bangalore,146,7,20,7.3,NA,1,145,9,20,7.25,147,0,0,0,0,0,2,5,65,105.68,6
71,MS Dhoni,27/03/16,18,29,10,3,0,180,6,not out,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,3,2,1,2,0,1,4,107,113.23,14
71,RG Sharma,27/03/16,12,25,17,1,0,70.58,1,bowled,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,0,0,0,0,0,1,4,107,113.23,14
71,S Dhawan,27/03/16,13,16,12,1,1,108.33,2,caught,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,1,0,0,1,1,4,107,113.23,14
71,SK Raina,27/03/16,10,9,7,1,0,142.85,4,caught,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,0,0,0,0,0,1,4,107,113.23,14
71,V Kohli,27/03/16,82,78,51,9,2,160.78,3,not out,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,1,1,0,0,1,1,4,107,113.23,14
71,Yuvraj Singh,27/03/16,21,31,18,1,1,116.66,5,caught,2,v Australia,Mohali,161,4,19.1,8.4,161,1,160,6,20,8,NA,0,0,0,0,0,1,4,107,113.23,14
72,AM Rahane,31/03/16,40,68,35,2,0,114.28,2,caught,1,v West Indies,Mumbai,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,1,1,0,0,1,2,2,172,147.4466666667,20
72,MS Dhoni,31/03/16,15,24,9,1,0,166.66,4,not out,1,v West Indies,Mumbai,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,0,0,0,0,0,2,2,172,147.4466666667,20
72,RG Sharma,31/03/16,43,29,31,3,3,138.7,1,lbw,1,v West Indies,Mumbai,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,1,1,0,0,1,2,2,172,147.4466666667,20
72,V Kohli,31/03/16,89,63,47,11,1,189.36,3,not out,1,v West Indies,Mumbai,192,2,20,9.6,NA,0,196,3,19.4,9.96,193,0,0,0,0,0,2,2,172,147.4466666667,20
