Match.Number,Bowler,Overs,Balls,Mdns,Runs,Wkts,Econ,Inns,Opposition,Ground,Score,Wickets.Lost,Team.Overs,RPO,Target,Bowl.Inns,Result,Date,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Dis,Ct,St,Ct.Wk,Ct.Fi,field.inns,Total.Catches
1,AB Agarkar,2.3,15,1,10,2,4,1,v South Africa,Johannesburg,127,4,19.5,6.4,127,2,1,01/12/06,126,9,20,6.3,NA,0,0,0,0,0,1,1
1,Harbhajan Singh,3,18,0,22,1,7.33,1,v South Africa,Johannesburg,127,4,19.5,6.4,127,2,1,01/12/06,126,9,20,6.3,NA,0,0,0,0,0,1,1
1,IK Pathan,4,24,0,30,0,7.5,1,v South Africa,Johannesburg,127,4,19.5,6.4,127,2,1,01/12/06,126,9,20,6.3,NA,0,0,0,0,0,1,1
1,S Sreesanth,4,24,0,33,1,8.25,1,v South Africa,Johannesburg,127,4,19.5,6.4,127,2,1,01/12/06,126,9,20,6.3,NA,0,0,0,0,0,1,1
1,SR Tendulkar,2.3,15,0,12,1,4.8,1,v South Africa,Johannesburg,127,4,19.5,6.4,127,2,1,01/12/06,126,9,20,6.3,NA,1,1,0,0,1,1,1
1,Z Khan,4,24,0,15,2,3.75,1,v South Africa,Johannesburg,127,4,19.5,6.4,127,2,1,01/12/06,126,9,20,6.3,NA,0,0,0,0,0,1,1
3,AB Agarkar,4,24,0,40,0,10,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,0,0,0,0,0,1,1
3,Harbhajan Singh,4,24,0,24,2,6,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,0,0,0,0,0,1,1
3,IK Pathan,2,12,0,16,0,8,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,0,0,0,0,0,1,1
3,RP Singh,4,24,0,29,2,7.25,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,1,1,0,0,1,1,1
3,S Sreesanth,3,18,0,37,1,12.33,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,0,0,0,0,0,1,1
3,Yuvraj Singh,3,18,0,38,1,12.66,1,v New Zealand,Johannesburg,180,9,20,9,191,2,0,16/09/07,190,10,20,9.5,NA,0,0,0,0,0,1,1
4,Harbhajan Singh,4,24,0,35,1,8.75,2,v England,Durban,218,4,20,10.9,NA,1,1,19/09/07,200,6,20,10,219,2,2,0,0,2,2,3
4,IK Pathan,4,24,0,37,3,9.25,2,v England,Durban,218,4,20,10.9,NA,1,1,19/09/07,200,6,20,10,219,0,0,0,0,0,2,3
4,Joginder Sharma,4,24,0,57,0,14.25,2,v England,Durban,218,4,20,10.9,NA,1,1,19/09/07,200,6,20,10,219,1,1,0,0,1,2,3
4,RP Singh,4,24,0,28,2,7,2,v England,Durban,218,4,20,10.9,NA,1,1,19/09/07,200,6,20,10,219,0,0,0,0,0,2,3
4,S Sreesanth,4,24,0,38,0,9.5,2,v England,Durban,218,4,20,10.9,NA,1,1,19/09/07,200,6,20,10,219,0,0,0,0,0,2,3
5,Harbhajan Singh,4,24,0,31,2,7.75,2,v South Africa,Durban,153,5,20,7.65,NA,1,1,20/09/07,116,9,20,5.8,154,0,0,0,0,0,2,0
5,IK Pathan,4,24,0,16,0,4,2,v South Africa,Durban,153,5,20,7.65,NA,1,1,20/09/07,116,9,20,5.8,154,0,0,0,0,0,2,0
5,Joginder Sharma,4,24,0,24,0,6,2,v South Africa,Durban,153,5,20,7.65,NA,1,1,20/09/07,116,9,20,5.8,154,0,0,0,0,0,2,0
5,RP Singh,4,24,0,13,4,3.25,2,v South Africa,Durban,153,5,20,7.65,NA,1,1,20/09/07,116,9,20,5.8,154,0,0,0,0,0,2,0
5,S Sreesanth,4,24,0,23,2,5.75,2,v South Africa,Durban,153,5,20,7.65,NA,1,1,20/09/07,116,9,20,5.8,154,0,0,0,0,0,2,0
6,Harbhajan Singh,4,24,0,24,1,6,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,0,0,0,0,0,2,1
6,IK Pathan,4,24,0,44,2,11,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,0,0,0,0,0,2,1
6,Joginder Sharma,3,18,0,37,2,12.33,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,1,1,0,0,1,2,1
6,RP Singh,4,24,0,33,0,8.25,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,0,0,0,0,0,2,1
6,S Sreesanth,4,24,1,12,2,3,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,0,0,0,0,0,2,1
6,V Sehwag,1,6,0,20,0,20,2,v Australia,Durban,188,5,20,9.4,NA,1,1,22/09/07,173,7,20,8.65,189,0,0,0,0,0,2,1
7,Harbhajan Singh,3,18,0,36,0,12,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,0,0,0,0,0,2,3
7,IK Pathan,4,24,0,16,3,4,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,0,0,0,0,0,2,3
7,Joginder Sharma,3.3,21,0,20,2,5.71,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,0,0,0,0,0,2,3
7,RP Singh,4,24,0,26,3,6.5,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,0,0,0,0,0,2,3
7,S Sreesanth,4,24,1,44,1,11,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,2,2,0,0,2,2,3
7,YK Pathan,1,6,0,5,0,5,2,v Pakistan,Johannesburg,157,5,20,7.85,NA,1,1,24/09/07,152,10,19.3,7.79,158,1,1,0,0,1,2,3
8,Harbhajan Singh,4,24,0,17,1,4.25,1,v Australia,Mumbai (BS),167,3,18.1,9.19,167,2,1,20/10/07,166,5,20,8.3,NA,0,0,0,0,0,1,0
8,IK Pathan,4,24,0,34,2,8.5,1,v Australia,Mumbai (BS),167,3,18.1,9.19,167,2,1,20/10/07,166,5,20,8.3,NA,0,0,0,0,0,1,0
8,M Kartik,4,24,0,27,0,6.75,1,v Australia,Mumbai (BS),167,3,18.1,9.19,167,2,1,20/10/07,166,5,20,8.3,NA,0,0,0,0,0,1,0
8,RP Singh,4,24,0,39,1,9.75,1,v Australia,Mumbai (BS),167,3,18.1,9.19,167,2,1,20/10/07,166,5,20,8.3,NA,0,0,0,0,0,1,0
8,S Sreesanth,4,24,0,47,0,11.75,1,v Australia,Mumbai (BS),167,3,18.1,9.19,167,2,1,20/10/07,166,5,20,8.3,NA,0,0,0,0,0,1,0
9,Harbhajan Singh,2,12,0,7,0,3.5,2,v Australia,Melbourne,74,10,17.3,4.22,NA,1,0,01/02/08,75,1,11.2,6.61,75,0,0,0,0,0,2,0
9,I Sharma,1.2,8,0,8,0,6,2,v Australia,Melbourne,74,10,17.3,4.22,NA,1,0,01/02/08,75,1,11.2,6.61,75,0,0,0,0,0,2,0
9,IK Pathan,3,18,0,18,0,6,2,v Australia,Melbourne,74,10,17.3,4.22,NA,1,0,01/02/08,75,1,11.2,6.61,75,0,0,0,0,0,2,0
9,P Kumar,2,12,0,15,1,7.5,2,v Australia,Melbourne,74,10,17.3,4.22,NA,1,0,01/02/08,75,1,11.2,6.61,75,0,0,0,0,0,2,0
9,S Sreesanth,3,18,0,25,0,8.33,2,v Australia,Melbourne,74,10,17.3,4.22,NA,1,0,01/02/08,75,1,11.2,6.61,75,0,0,0,0,0,2,0
10,I Sharma,4,24,0,40,1,10,1,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,2,1,10/02/09,171,4,20,8.55,NA,1,1,0,0,1,1,2
10,IK Pathan,4,24,0,34,1,8.5,1,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,2,1,10/02/09,171,4,20,8.55,NA,0,0,0,0,0,1,2
10,RA Jadeja,4,24,0,29,0,7.25,1,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,2,1,10/02/09,171,4,20,8.55,NA,0,0,0,0,0,1,2
10,YK Pathan,4,24,0,23,2,5.75,1,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,2,1,10/02/09,171,4,20,8.55,NA,1,1,0,0,1,1,2
10,Z Khan,4,24,0,34,0,8.5,1,v Sri Lanka,Colombo (RPS),174,7,19.2,9,172,2,1,10/02/09,171,4,20,8.55,NA,0,0,0,0,0,1,2
11,Harbhajan Singh,4,24,0,19,1,4.75,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,0,0,0,0,0,2,0
11,I Sharma,4,24,0,35,1,8.75,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,0,0,0,0,0,2,0
11,IK Pathan,3,18,0,38,0,12.66,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,0,0,0,0,0,2,0
11,YK Pathan,2.5,17,0,37,0,13.05,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,0,0,0,0,0,2,0
11,Yuvraj Singh,1,6,0,17,0,17,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,0,0,0,0,0,2,0
11,Z Khan,4,24,0,20,1,5,2,v New Zealand,Christchurch,162,8,20,8.1,NA,1,0,25/02/09,166,3,18.5,8.81,163,0,0,0,0,0,2,0
12,Harbhajan Singh,4,24,0,15,1,3.75,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,0,0,0,0,0,2,1
12,I Sharma,2,12,0,19,0,9.5,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,0,0,0,0,0,2,1
12,IK Pathan,4,24,0,41,2,10.25,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,1,1,0,0,1,2,1
12,RA Jadeja,4,24,0,21,0,5.25,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,0,0,0,0,0,2,1
12,Yuvraj Singh,2,12,0,17,1,8.5,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,0,0,0,0,0,2,1
12,Z Khan,4,24,0,30,1,7.5,2,v New Zealand,Wellington,149,6,20,7.45,NA,1,0,27/02/09,150,5,20,7.5,150,0,0,0,0,0,2,1
13,Harbhajan Singh,4,24,0,25,0,6.25,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,1,1,0,0,1,2,2
13,I Sharma,4,24,0,34,2,8.5,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,0,0,0,0,0,2,2
13,IK Pathan,2,12,0,20,0,10,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,0,0,0,0,0,2,2
13,PP Ojha,4,24,0,21,4,5.25,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,1,1,0,0,1,2,2
13,YK Pathan,3,18,0,26,1,8.66,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,0,0,0,0,0,2,2
13,Z Khan,3,18,0,26,1,8.66,2,v Bangladesh,Nottingham,180,5,20,9,NA,1,1,06/06/09,155,8,20,7.75,181,0,0,0,0,0,2,2
14,Harbhajan Singh,4,24,0,25,1,6.25,1,v Ireland,Nottingham,113,2,15.3,7.29,113,2,1,10/06/09,112,8,18,6.22,NA,0,0,0,0,0,1,1
14,I Sharma,3,18,0,18,0,6,1,v Ireland,Nottingham,113,2,15.3,7.29,113,2,1,10/06/09,112,8,18,6.22,NA,0,0,0,0,0,1,1
14,IK Pathan,3,18,0,22,0,7.33,1,v Ireland,Nottingham,113,2,15.3,7.29,113,2,1,10/06/09,112,8,18,6.22,NA,0,0,0,0,0,1,1
14,PP Ojha,4,24,0,18,2,4.5,1,v Ireland,Nottingham,113,2,15.3,7.29,113,2,1,10/06/09,112,8,18,6.22,NA,0,0,0,0,0,1,1
14,Yuvraj Singh,1,6,0,4,0,4,1,v Ireland,Nottingham,113,2,15.3,7.29,113,2,1,10/06/09,112,8,18,6.22,NA,1,1,0,0,1,1,1
14,Z Khan,3,18,0,19,4,6.33,1,v Ireland,Nottingham,113,2,15.3,7.29,113,2,1,10/06/09,112,8,18,6.22,NA,0,0,0,0,0,1,1
15,Harbhajan Singh,4,24,1,31,0,7.75,2,v West Indies,Lord's,153,7,20,7.65,NA,1,0,12/06/09,156,3,18.4,8.35,154,0,0,0,0,0,2,2
15,I Sharma,3,18,0,31,0,10.33,2,v West Indies,Lord's,153,7,20,7.65,NA,1,0,12/06/09,156,3,18.4,8.35,154,0,0,0,0,0,2,2
15,IK Pathan,2,12,0,9,1,4.5,2,v West Indies,Lord's,153,7,20,7.65,NA,1,0,12/06/09,156,3,18.4,8.35,154,1,1,0,0,1,2,2
15,PP Ojha,3,18,0,29,1,9.66,2,v West Indies,Lord's,153,7,20,7.65,NA,1,0,12/06/09,156,3,18.4,8.35,154,0,0,0,0,0,2,2
15,YK Pathan,4,24,0,27,1,6.75,2,v West Indies,Lord's,153,7,20,7.65,NA,1,0,12/06/09,156,3,18.4,8.35,154,0,0,0,0,0,2,2
15,Z Khan,2.4,16,0,26,0,9.75,2,v West Indies,Lord's,153,7,20,7.65,NA,1,0,12/06/09,156,3,18.4,8.35,154,1,1,0,0,1,2,2
16,Harbhajan Singh,4,24,0,30,3,7.5,1,v England,Lord's,150,5,20,7.5,154,2,0,14/06/09,153,7,20,7.65,NA,1,1,0,0,1,1,2
16,I Sharma,4,24,0,36,0,9,1,v England,Lord's,150,5,20,7.5,154,2,0,14/06/09,153,7,20,7.65,NA,0,0,0,0,0,1,2
16,RA Jadeja,4,24,0,26,2,6.5,1,v England,Lord's,150,5,20,7.5,154,2,0,14/06/09,153,7,20,7.65,NA,1,1,0,0,1,1,2
16,RP Singh,3,18,0,13,1,4.33,1,v England,Lord's,150,5,20,7.5,154,2,0,14/06/09,153,7,20,7.65,NA,0,0,0,0,0,1,2
16,Yuvraj Singh,2,12,0,20,0,10,1,v England,Lord's,150,5,20,7.5,154,2,0,14/06/09,153,7,20,7.65,NA,0,0,0,0,0,1,2
16,Z Khan,3,18,0,26,1,8.66,1,v England,Lord's,150,5,20,7.5,154,2,0,14/06/09,153,7,20,7.65,NA,0,0,0,0,0,1,2
17,Harbhajan Singh,4,24,0,20,1,5,1,v South Africa,Nottingham,118,8,20,5.9,131,2,0,16/06/09,130,5,20,6.5,NA,0,0,0,0,0,1,3
17,I Sharma,1,6,0,6,0,6,1,v South Africa,Nottingham,118,8,20,5.9,131,2,0,16/06/09,130,5,20,6.5,NA,0,0,0,0,0,1,3
17,RA Jadeja,3,18,0,9,1,3,1,v South Africa,Nottingham,118,8,20,5.9,131,2,0,16/06/09,130,5,20,6.5,NA,2,2,0,0,2,1,3
17,RG Sharma,2,12,0,15,0,7.5,1,v South Africa,Nottingham,118,8,20,5.9,131,2,0,16/06/09,130,5,20,6.5,NA,0,0,0,0,0,1,3
17,RP Singh,2,12,0,21,1,10.5,1,v South Africa,Nottingham,118,8,20,5.9,131,2,0,16/06/09,130,5,20,6.5,NA,1,1,0,0,1,1,3
17,SK Raina,1,6,0,6,1,6,1,v South Africa,Nottingham,118,8,20,5.9,131,2,0,16/06/09,130,5,20,6.5,NA,0,0,0,0,0,1,3
17,Yuvraj Singh,4,24,0,25,0,6.25,1,v South Africa,Nottingham,118,8,20,5.9,131,2,0,16/06/09,130,5,20,6.5,NA,0,0,0,0,0,1,3
17,Z Khan,3,18,0,26,1,8.66,1,v South Africa,Nottingham,118,8,20,5.9,131,2,0,16/06/09,130,5,20,6.5,NA,0,0,0,0,0,1,3
18,A Nehra,4,24,0,52,1,13,1,v Sri Lanka,Nagpur,186,9,20,9.3,216,2,0,09/12/09,215,5,20,10.75,NA,0,0,0,0,0,1,1
18,AB Dinda,3,18,0,34,1,11.33,1,v Sri Lanka,Nagpur,186,9,20,9.3,216,2,0,09/12/09,215,5,20,10.75,NA,0,0,0,0,0,1,1
18,I Sharma,4,24,0,22,0,5.5,1,v Sri Lanka,Nagpur,186,9,20,9.3,216,2,0,09/12/09,215,5,20,10.75,NA,1,1,0,0,1,1,1
18,PP Ojha,2,12,0,27,0,13.5,1,v Sri Lanka,Nagpur,186,9,20,9.3,216,2,0,09/12/09,215,5,20,10.75,NA,0,0,0,0,0,1,1
18,RG Sharma,3,18,0,22,1,7.33,1,v Sri Lanka,Nagpur,186,9,20,9.3,216,2,0,09/12/09,215,5,20,10.75,NA,0,0,0,0,0,1,1
18,YK Pathan,4,24,0,54,1,13.5,1,v Sri Lanka,Nagpur,186,9,20,9.3,216,2,0,09/12/09,215,5,20,10.75,NA,0,0,0,0,0,1,1
19,A Nehra,3,18,0,44,0,14.66,1,v Sri Lanka,Mohali,211,4,19.1,11,207,2,1,12/12/09,206,7,20,10.3,NA,1,1,0,0,1,1,3
19,I Sharma,4,24,0,42,2,10.5,1,v Sri Lanka,Mohali,211,4,19.1,11,207,2,1,12/12/09,206,7,20,10.3,NA,0,0,0,0,0,1,3
19,RA Jadeja,4,24,0,30,0,7.5,1,v Sri Lanka,Mohali,211,4,19.1,11,207,2,1,12/12/09,206,7,20,10.3,NA,1,1,0,0,1,1,3
19,S Tyagi,2,12,0,21,0,10.5,1,v Sri Lanka,Mohali,211,4,19.1,11,207,2,1,12/12/09,206,7,20,10.3,NA,1,1,0,0,1,1,3
19,SK Raina,1,6,0,10,0,10,1,v Sri Lanka,Mohali,211,4,19.1,11,207,2,1,12/12/09,206,7,20,10.3,NA,0,0,0,0,0,1,3
19,YK Pathan,3,18,0,29,1,9.66,1,v Sri Lanka,Mohali,211,4,19.1,11,207,2,1,12/12/09,206,7,20,10.3,NA,0,0,0,0,0,1,3
19,Yuvraj Singh,3,18,0,23,3,7.66,1,v Sri Lanka,Mohali,211,4,19.1,11,207,2,1,12/12/09,206,7,20,10.3,NA,0,0,0,0,0,1,3
20,A Nehra,4,24,0,19,3,4.75,1,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,2,1,01/05/10,115,8,20,5.75,NA,1,1,0,0,1,1,2
20,Harbhajan Singh,4,24,0,24,0,6,1,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,2,1,01/05/10,115,8,20,5.75,NA,0,0,0,0,0,1,2
20,P Kumar,3,18,0,14,2,4.66,1,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,2,1,01/05/10,115,8,20,5.75,NA,0,0,0,0,0,1,2
20,RA Jadeja,4,24,1,15,1,3.75,1,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,2,1,01/05/10,115,8,20,5.75,NA,0,0,0,0,0,1,2
20,YK Pathan,1,6,0,12,0,12,1,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,2,1,01/05/10,115,8,20,5.75,NA,0,0,0,0,0,1,2
20,Yuvraj Singh,1,6,0,4,0,4,1,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,2,1,01/05/10,115,8,20,5.75,NA,0,0,0,0,0,1,2
20,Z Khan,3,18,0,24,1,8,1,v Afghanistan,Gros Islet,116,3,14.5,7.82,116,2,1,01/05/10,115,8,20,5.75,NA,1,1,0,0,1,1,2
21,A Nehra,4,24,0,27,1,6.75,2,v South Africa,Gros Islet,186,5,20,9.3,NA,1,1,02/05/10,172,5,20,8.6,187,0,0,0,0,0,2,4
21,Harbhajan Singh,4,24,0,33,0,8.25,2,v South Africa,Gros Islet,186,5,20,9.3,NA,1,1,02/05/10,172,5,20,8.6,187,1,1,0,0,1,2,4
21,P Kumar,1,6,0,3,0,3,2,v South Africa,Gros Islet,186,5,20,9.3,NA,1,1,02/05/10,172,5,20,8.6,187,0,0,0,0,0,2,4
21,PP Chawla,3,18,0,27,1,9,2,v South Africa,Gros Islet,186,5,20,9.3,NA,1,1,02/05/10,172,5,20,8.6,187,2,2,0,0,2,2,4
21,RA Jadeja,4,24,0,37,0,9.25,2,v South Africa,Gros Islet,186,5,20,9.3,NA,1,1,02/05/10,172,5,20,8.6,187,1,1,0,0,1,2,4
21,YK Pathan,4,24,0,42,2,10.5,2,v South Africa,Gros Islet,186,5,20,9.3,NA,1,1,02/05/10,172,5,20,8.6,187,0,0,0,0,0,2,4
22,A Nehra,4,24,0,31,2,7.75,1,v Australia,Bridgetown,135,10,17.4,7.64,185,2,0,07/05/10,184,5,20,9.2,NA,0,0,0,0,0,1,0
22,Harbhajan Singh,4,24,1,15,0,3.75,1,v Australia,Bridgetown,135,10,17.4,7.64,185,2,0,07/05/10,184,5,20,9.2,NA,0,0,0,0,0,1,0
22,RA Jadeja,2,12,0,38,0,19,1,v Australia,Bridgetown,135,10,17.4,7.64,185,2,0,07/05/10,184,5,20,9.2,NA,0,0,0,0,0,1,0
22,YK Pathan,4,24,0,35,1,8.75,1,v Australia,Bridgetown,135,10,17.4,7.64,185,2,0,07/05/10,184,5,20,9.2,NA,0,0,0,0,0,1,0
22,Yuvraj Singh,2,12,0,20,2,10,1,v Australia,Bridgetown,135,10,17.4,7.64,185,2,0,07/05/10,184,5,20,9.2,NA,0,0,0,0,0,1,0
22,Z Khan,4,24,0,45,0,11.25,1,v Australia,Bridgetown,135,10,17.4,7.64,185,2,0,07/05/10,184,5,20,9.2,NA,0,0,0,0,0,1,0
23,A Nehra,4,24,0,35,3,8.75,1,v West Indies,Bridgetown,155,9,20,7.75,170,2,0,09/05/10,169,6,20,8.45,NA,0,0,0,0,0,1,1
23,Harbhajan Singh,4,24,0,16,0,4,1,v West Indies,Bridgetown,155,9,20,7.75,170,2,0,09/05/10,169,6,20,8.45,NA,0,0,0,0,0,1,1
23,RA Jadeja,2,12,0,27,1,13.5,1,v West Indies,Bridgetown,155,9,20,7.75,170,2,0,09/05/10,169,6,20,8.45,NA,0,0,0,0,0,1,1
23,SK Raina,2,12,0,23,0,11.5,1,v West Indies,Bridgetown,155,9,20,7.75,170,2,0,09/05/10,169,6,20,8.45,NA,0,0,0,0,0,1,1
23,YK Pathan,4,24,0,28,0,7,1,v West Indies,Bridgetown,155,9,20,7.75,170,2,0,09/05/10,169,6,20,8.45,NA,1,1,0,0,1,1,1
23,Z Khan,4,24,0,36,1,9,1,v West Indies,Bridgetown,155,9,20,7.75,170,2,0,09/05/10,169,6,20,8.45,NA,0,0,0,0,0,1,1
24,A Nehra,4,24,0,44,1,11,2,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,1,0,11/05/10,167,5,20,8.35,164,0,0,0,0,0,2,2
24,Harbhajan Singh,4,24,0,35,0,8.75,2,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,1,0,11/05/10,167,5,20,8.35,164,0,0,0,0,0,2,2
24,PP Chawla,4,24,0,28,0,7,2,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,1,0,11/05/10,167,5,20,8.35,164,0,0,0,0,0,2,2
24,R Vinay Kumar,4,24,0,30,2,7.5,2,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,1,0,11/05/10,167,5,20,8.35,164,0,0,0,0,0,2,2
24,YK Pathan,3,18,0,23,1,7.66,2,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,1,0,11/05/10,167,5,20,8.35,164,1,1,0,0,1,2,2
24,Yuvraj Singh,1,6,0,6,0,6,2,v Sri Lanka,Gros Islet,163,5,20,8.15,NA,1,0,11/05/10,167,5,20,8.35,164,1,1,0,0,1,2,2
25,AB Dinda,3,18,0,27,2,9,1,v Zimbabwe,Harare,112,4,15,7.46,112,2,1,12/06/10,111,9,20,5.55,NA,0,0,0,0,0,1,0
25,PP Chawla,4,24,0,14,1,3.5,1,v Zimbabwe,Harare,112,4,15,7.46,112,2,1,12/06/10,111,9,20,5.55,NA,0,0,0,0,0,1,0
