Date,Player,Dis,Ct,St,Ct.Wk,Ct.Fi,field inns,Opposition,Ground,Match.Number,Score,Wickets.Lost,Overs,RPO,Target,bat inns,Result,Op.Score,Op.Wickets.Lost,Op.Overs,Op.RPO,Op.Target,Op.Inns
12/06/09,MS Dhoni,0,0,0,0,0,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
12/06/09,G Gambhir,0,0,0,0,0,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
12/06/09,Harbhajan Singh,0,0,0,0,0,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
12/06/09,Z Khan,1,1,0,0,1,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
12/06/09,PP Ojha,0,0,0,0,0,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
12/06/09,IK Pathan,1,1,0,0,1,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
12/06/09,YK Pathan,0,0,0,0,0,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
12/06/09,SK Raina,0,0,0,0,0,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
12/06/09,I Sharma,0,0,0,0,0,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
12/06/09,RG Sharma,0,0,0,0,0,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
12/06/09,Yuvraj Singh,1,1,0,0,1,2,v West Indies,Lord's,15,153,7,20,7.65,NA,1,0,156,3,18.4,8.35,154,2
14/06/09,MS Dhoni,0,0,0,0,0,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
14/06/09,G Gambhir,0,0,0,0,0,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
14/06/09,Harbhajan Singh,1,1,0,0,1,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
14/06/09,RA Jadeja,1,1,0,0,1,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
14/06/09,Z Khan,0,0,0,0,0,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
14/06/09,YK Pathan,1,1,0,0,1,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
14/06/09,SK Raina,0,0,0,0,0,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
14/06/09,I Sharma,0,0,0,0,0,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
14/06/09,RG Sharma,0,0,0,0,0,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
14/06/09,RP Singh,0,0,0,0,0,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
14/06/09,Yuvraj Singh,0,0,0,0,0,1,v England,Lord's,16,150,5,20,7.5,154,2,0,153,7,20,7.65,NA,1
16/06/09,MS Dhoni,1,0,1,0,0,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
16/06/09,G Gambhir,0,0,0,0,0,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
16/06/09,Harbhajan Singh,0,0,0,0,0,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
16/06/09,RA Jadeja,2,2,0,0,2,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
16/06/09,Z Khan,0,0,0,0,0,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
16/06/09,YK Pathan,0,0,0,0,0,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
16/06/09,SK Raina,0,0,0,0,0,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
16/06/09,I Sharma,0,0,0,0,0,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
16/06/09,RG Sharma,0,0,0,0,0,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
16/06/09,RP Singh,1,1,0,0,1,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
16/06/09,Yuvraj Singh,0,0,0,0,0,1,v South Africa,Nottingham,17,118,8,20,5.9,131,2,0,130,5,20,6.5,NA,1
09/12/09,MS Dhoni,0,0,0,0,0,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
09/12/09,AB Dinda,0,0,0,0,0,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
09/12/09,G Gambhir,0,0,0,0,0,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
09/12/09,A Nehra,0,0,0,0,0,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
09/12/09,PP Ojha,0,0,0,0,0,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
09/12/09,YK Pathan,0,0,0,0,0,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
09/12/09,SK Raina,0,0,0,0,0,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
09/12/09,V Sehwag,0,0,0,0,0,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
09/12/09,I Sharma,1,1,0,0,1,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
09/12/09,RG Sharma,0,0,0,0,0,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
09/12/09,Yuvraj Singh,0,0,0,0,0,1,v Sri Lanka,Nagpur,18,186,9,20,9.3,216,2,0,215,5,20,10.75,NA,1
12/12/09,MS Dhoni,0,0,0,0,0,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
12/12/09,G Gambhir,0,0,0,0,0,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
12/12/09,RA Jadeja,1,1,0,0,1,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
12/12/09,KD Karthik,1,1,0,0,1,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
12/12/09,A Nehra,1,1,0,0,1,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
12/12/09,YK Pathan,0,0,0,0,0,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
12/12/09,SK Raina,0,0,0,0,0,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
12/12/09,V Sehwag,0,0,0,0,0,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
12/12/09,I Sharma,0,0,0,0,0,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
12/12/09,S Tyagi,1,1,0,0,1,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
12/12/09,Yuvraj Singh,0,0,0,0,0,1,v Sri Lanka,Mohali,19,211,4,19.1,11,207,2,1,206,7,20,10.3,NA,1
01/05/10,MS Dhoni,4,4,0,4,0,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
01/05/10,G Gambhir,1,1,0,0,1,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
01/05/10,Harbhajan Singh,0,0,0,0,0,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
01/05/10,RA Jadeja,0,0,0,0,0,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
01/05/10,Z Khan,1,1,0,0,1,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
01/05/10,P Kumar,0,0,0,0,0,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
01/05/10,A Nehra,1,1,0,0,1,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
01/05/10,YK Pathan,0,0,0,0,0,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
01/05/10,SK Raina,0,0,0,0,0,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
01/05/10,M Vijay,0,0,0,0,0,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
01/05/10,Yuvraj Singh,0,0,0,0,0,1,v Afghanistan,Gros Islet,20,116,3,14.5,7.82,116,2,1,115,8,20,5.75,NA,1
02/05/10,PP Chawla,2,2,0,0,2,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
02/05/10,MS Dhoni,0,0,0,0,0,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
02/05/10,Harbhajan Singh,1,1,0,0,1,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
02/05/10,RA Jadeja,1,1,0,0,1,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
02/05/10,KD Karthik,0,0,0,0,0,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
02/05/10,P Kumar,0,0,0,0,0,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
02/05/10,A Nehra,0,0,0,0,0,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
02/05/10,YK Pathan,0,0,0,0,0,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
02/05/10,SK Raina,0,0,0,0,0,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
02/05/10,M Vijay,0,0,0,0,0,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
02/05/10,Yuvraj Singh,0,0,0,0,0,2,v South Africa,Gros Islet,21,186,5,20,9.3,NA,1,1,172,5,20,8.6,187,2
07/05/10,MS Dhoni,2,1,1,1,0,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
07/05/10,G Gambhir,0,0,0,0,0,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
07/05/10,Harbhajan Singh,0,0,0,0,0,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
07/05/10,RA Jadeja,0,0,0,0,0,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
07/05/10,Z Khan,0,0,0,0,0,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
07/05/10,A Nehra,0,0,0,0,0,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
07/05/10,YK Pathan,0,0,0,0,0,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
07/05/10,SK Raina,0,0,0,0,0,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
07/05/10,RG Sharma,0,0,0,0,0,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
07/05/10,M Vijay,1,1,0,0,1,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
07/05/10,Yuvraj Singh,0,0,0,0,0,1,v Australia,Bridgetown,22,135,10,17.4,7.64,185,2,0,184,5,20,9.2,NA,1
09/05/10,MS Dhoni,1,1,0,1,0,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
09/05/10,G Gambhir,0,0,0,0,0,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
09/05/10,Harbhajan Singh,0,0,0,0,0,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
09/05/10,RA Jadeja,0,0,0,0,0,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
09/05/10,Z Khan,0,0,0,0,0,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
09/05/10,A Nehra,0,0,0,0,0,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
09/05/10,YK Pathan,1,1,0,0,1,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
09/05/10,SK Raina,0,0,0,0,0,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
09/05/10,RG Sharma,2,2,0,0,2,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
09/05/10,M Vijay,1,1,0,0,1,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
09/05/10,Yuvraj Singh,0,0,0,0,0,1,v West Indies,Bridgetown,23,155,9,20,7.75,170,2,0,169,6,20,8.45,NA,1
11/05/10,PP Chawla,0,0,0,0,0,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
11/05/10,MS Dhoni,0,0,0,0,0,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
11/05/10,G Gambhir,0,0,0,0,0,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
11/05/10,Harbhajan Singh,0,0,0,0,0,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
11/05/10,KD Karthik,1,1,0,0,1,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
11/05/10,A Nehra,0,0,0,0,0,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
11/05/10,YK Pathan,1,1,0,0,1,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
11/05/10,SK Raina,0,0,0,0,0,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
11/05/10,RG Sharma,0,0,0,0,0,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
11/05/10,R Vinay Kumar,0,0,0,0,0,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
11/05/10,Yuvraj Singh,1,1,0,0,1,2,v Sri Lanka,Gros Islet,24,163,5,20,8.15,NA,1,0,167,5,20,8.35,164,2
12/06/10,R Ashwin,0,0,0,0,0,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
12/06/10,PP Chawla,0,0,0,0,0,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
12/06/10,AB Dinda,0,0,0,0,0,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
12/06/10,V Kohli,0,0,0,0,0,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
12/06/10,NV Ojha,0,0,0,0,0,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
12/06/10,PP Ojha,0,0,0,0,0,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
12/06/10,YK Pathan,0,0,0,0,0,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
12/06/10,SK Raina,1,1,0,0,1,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
12/06/10,RG Sharma,1,1,0,0,1,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
12/06/10,M Vijay,1,1,0,0,1,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
12/06/10,R Vinay Kumar,0,0,0,0,0,1,v Zimbabwe,Harare,25,112,4,15,7.46,112,2,1,111,9,20,5.55,NA,1
13/06/10,R Ashwin,0,0,0,0,0,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
13/06/10,AB Dinda,0,0,0,0,0,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
13/06/10,V Kohli,0,0,0,0,0,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
13/06/10,A Mishra,0,0,0,0,0,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
13/06/10,NV Ojha,0,0,0,0,0,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
13/06/10,PP Ojha,0,0,0,0,0,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
13/06/10,YK Pathan,1,1,0,0,1,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
13/06/10,SK Raina,1,1,0,0,1,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
13/06/10,RG Sharma,1,1,0,0,1,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
13/06/10,M Vijay,0,0,0,0,0,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
13/06/10,R Vinay Kumar,0,0,0,0,0,1,v Zimbabwe,Harare,26,144,3,18,8,141,2,1,140,5,20,7,NA,1
09/01/11,R Ashwin,0,0,0,0,0,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
09/01/11,MS Dhoni,0,0,0,0,0,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
09/01/11,V Kohli,1,1,0,0,1,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
09/01/11,P Kumar,1,1,0,0,1,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
09/01/11,A Nehra,1,1,0,0,1,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
09/01/11,MM Patel,0,0,0,0,0,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
09/01/11,YK Pathan,1,1,0,0,1,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
09/01/11,SK Raina,0,0,0,0,0,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
09/01/11,RG Sharma,1,1,0,0,1,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
09/01/11,M Vijay,0,0,0,0,0,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
09/01/11,Yuvraj Singh,0,0,0,0,0,2,v South Africa,Durban,27,168,6,20,8.4,NA,1,1,147,9,20,7.35,169,2
04/06/11,R Ashwin,0,0,0,0,0,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
04/06/11,S Badrinath,0,0,0,0,0,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
04/06/11,S Dhawan,0,0,0,0,0,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
04/06/11,Harbhajan Singh,0,0,0,0,0,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
04/06/11,V Kohli,2,2,0,0,2,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
04/06/11,P Kumar,0,0,0,0,0,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
04/06/11,MM Patel,0,0,0,0,0,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
04/06/11,PA Patel,1,1,0,1,0,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
04/06/11,YK Pathan,0,0,0,0,0,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
04/06/11,SK Raina,0,0,0,0,0,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
04/06/11,RG Sharma,0,0,0,0,0,2,v West Indies,Port of Spain,28,159,6,20,7.95,NA,1,1,143,5,20,7.15,160,2
31/08/11,R Ashwin,0,0,0,0,0,2,v England,Manchester,29,165,10,19.4,8.38,NA,1,0,169,4,19.3,8.66,166,2
31/08/11,MS Dhoni,1,0,1,0,0,2,v England,Manchester,29,165,10,19.4,8.38,NA,1,0,169,4,19.3,8.66,166,2
31/08/11,R Dravid,0,0,0,0,0,2,v England,Manchester,29,165,10,19.4,8.38,NA,1,0,169,4,19.3,8.66,166,2
31/08/11,V Kohli,0,0,0,0,0,2,v England,Manchester,29,165,10,19.4,8.38,NA,1,0,169,4,19.3,8.66,166,2
